Er;Erx;Ery;Jr;Jrc;Jrcx;Jrcy;Jrx;Jry;V;X;Y;gamma;pj;t;
13.1062;-13.1054;0.149825;1.31062;1.31062;-1.31054;0.0149825;-1.31054;0.0149825;-0.130158;-0.000442886;0;0.1;17.1774;0;
12.7881;-12.7876;0.112996;1.27881;1.27881;-1.27876;0.0112996;-1.27876;0.0112996;-0.130106;-0.000438878;0;0.1;16.3537;0;
12.4701;-12.4699;0.0761672;1.24701;1.24701;-1.24699;0.00761672;-1.24699;0.00761672;-0.130055;-0.00043487;0;0.1;15.5504;0;
12.1522;-12.1522;0.0393383;1.21522;1.21522;-1.21522;0.00393383;-1.21522;0.00393383;-0.130006;-0.000430862;0;0.1;14.7677;0;
11.8344;-11.8344;0.00250945;1.18344;1.18344;-1.18344;0.000250945;-1.18344;0.000250945;-0.129958;-0.000426854;0;0.1;14.0054;0;
11.5167;-11.5167;-0.0343194;1.15167;1.15167;-1.15167;-0.00343194;-1.15167;-0.00343194;-0.129911;-0.000422846;0;0.1;13.2635;0;
11.2015;-11.201;-0.10827;1.12015;1.12015;-1.1201;-0.010827;-1.1201;-0.010827;-0.129865;-0.000418838;0;0.1;12.5475;0;
10.8646;-10.8643;-0.0701827;1.08646;1.08646;-1.08643;-0.00701827;-1.08643;-0.00701827;-0.129821;-0.00041483;0;0.1;11.8039;0;
10.5277;-10.5276;-0.0320955;1.05277;1.05277;-1.05276;-0.00320955;-1.05276;-0.00320955;-0.129778;-0.000410822;0;0.1;11.0832;0;
10.1909;-10.1909;0.00599157;1.01909;1.01909;-1.01909;0.000599157;-1.01909;0.000599157;-0.129737;-0.000406814;0;0.1;10.3855;0;
9.85434;-9.85424;0.0440787;0.985434;0.985434;-0.985424;0.00440787;-0.985424;0.00440787;-0.129697;-0.000402806;0;0.1;9.71081;0;
9.51791;-9.51755;0.0821658;0.951791;0.951791;-0.951755;0.00821658;-0.951755;0.00821658;-0.129658;-0.000398798;0;0.1;9.05905;0;
9.18164;-9.18086;0.120253;0.918164;0.918164;-0.918086;0.0120253;-0.918086;0.0120253;-0.12962;-0.00039479;0;0.1;8.43026;0;
9.48271;-9.4827;0.0077616;0.948271;0.948271;-0.94827;0.00077616;-0.94827;0.00077616;-0.129584;-0.000390782;0;0.1;8.99217;0;
8.79631;-8.79498;-0.153134;0.879631;0.879631;-0.879498;-0.0153134;-0.879498;-0.0153134;-0.129547;-0.000386774;0;0.1;7.73751;0;
8.53512;-8.53392;-0.143326;0.853512;0.853512;-0.853392;-0.0143326;-0.853392;-0.0143326;-0.129512;-0.000382766;0;0.1;7.28483;0;
8.27394;-8.27287;-0.133518;0.827394;0.827394;-0.827287;-0.0133518;-0.827287;-0.0133518;-0.129479;-0.000378758;0;0.1;6.84581;0;
8.01277;-8.01181;-0.12371;0.801277;0.801277;-0.801181;-0.012371;-0.801181;-0.012371;-0.129446;-0.000374749;0;0.1;6.42044;0;
7.75159;-7.75075;-0.113902;0.775159;0.775159;-0.775075;-0.0113902;-0.775075;-0.0113902;-0.129414;-0.000370741;0;0.1;6.00872;0;
7.49042;-7.4897;-0.104094;0.749042;0.749042;-0.74897;-0.0104094;-0.74897;-0.0104094;-0.129384;-0.000366733;0;0.1;5.61064;0;
7.22926;-7.22864;-0.0942855;0.722926;0.722926;-0.722864;-0.00942855;-0.722864;-0.00942855;-0.129354;-0.000362725;0;0.1;5.22622;0;
6.9681;-6.96759;-0.0844774;0.69681;0.69681;-0.696759;-0.00844774;-0.696759;-0.00844774;-0.129326;-0.000358717;0;0.1;4.85544;0;
6.70695;-6.70653;-0.0746693;0.670695;0.670695;-0.670653;-0.00746693;-0.670653;-0.00746693;-0.129299;-0.000354709;0;0.1;4.49832;0;
6.4458;-6.44548;-0.0648612;0.64458;0.64458;-0.644548;-0.00648612;-0.644548;-0.00648612;-0.129272;-0.000350701;0;0.1;4.15484;0;
6.18467;-6.18442;-0.055053;0.618467;0.618467;-0.618442;-0.0055053;-0.618442;-0.0055053;-0.129247;-0.000346693;0;0.1;3.82501;0;
5.92354;-5.92337;-0.0452449;0.592354;0.592354;-0.592337;-0.00452449;-0.592337;-0.00452449;-0.129223;-0.000342685;0;0.1;3.50883;0;
5.66242;-5.66231;-0.0354368;0.566242;0.566242;-0.566231;-0.00354368;-0.566231;-0.00354368;-0.129199;-0.000338677;0;0.1;3.2063;0;
5.40132;-5.40126;-0.0256287;0.540132;0.540132;-0.540126;-0.00256287;-0.540126;-0.00256287;-0.129177;-0.000334669;0;0.1;2.91742;0;
5.14022;-5.1402;-0.0158205;0.514022;0.514022;-0.51402;-0.00158205;-0.51402;-0.00158205;-0.129156;-0.000330661;0;0.1;2.64219;0;
4.87915;-4.87914;-0.0060124;0.487915;0.487915;-0.487914;-0.00060124;-0.487914;-0.00060124;-0.129136;-0.000326653;0;0.1;2.38061;0;
4.99582;-4.99534;-0.0687858;0.499582;0.499582;-0.499534;-0.00687858;-0.499534;-0.00687858;-0.129116;-0.000322645;0;0.1;2.49582;0;
4.85279;-4.85265;-0.0377331;0.485279;0.485279;-0.485265;-0.00377331;-0.485265;-0.00377331;-0.129096;-0.000318637;0;0.1;2.35496;0;
4.70995;-4.70995;-0.00668048;0.470995;0.470995;-0.470995;-0.000668048;-0.470995;-0.000668048;-0.129077;-0.000314629;0;0.1;2.21836;0;
