Er;Erx;Ery;Jr;Jrc;Jrcx;Jrcy;Jrx;Jry;V;X;Y;gamma;pj;t;
18.3645;18.3643;0.0871374;1.83645;1.83645;1.83643;0.00871374;1.83643;0.00871374;0.439203;-0.000334669;0;0.1;33.7254;0;
17.4768;17.4767;0.0537898;1.74768;1.74768;1.74767;0.00537898;1.74767;0.00537898;0.439131;-0.000330661;0;0.1;30.5437;0;
16.5891;16.5891;0.0204422;1.65891;1.65891;1.65891;0.00204422;1.65891;0.00204422;0.439063;-0.000326653;0;0.1;27.5198;0;
16.9858;16.9842;0.233872;1.69858;1.69858;1.69842;0.0233872;1.69842;0.0233872;0.438994;-0.000322645;0;0.1;28.8517;0;
16.4995;16.499;0.128293;1.64995;1.64995;1.6499;0.0128293;1.6499;0.0128293;0.438927;-0.000318637;0;0.1;27.2233;0;
16.0138;16.0138;0.0227136;1.60138;1.60138;1.60138;0.00227136;1.60138;0.00227136;0.438861;-0.000314629;0;0.1;25.6443;0;
15.5289;15.5286;-0.0828654;1.55289;1.55289;1.55286;-0.00828654;1.55286;-0.00828654;0.438798;-0.000310621;0;0.1;24.1146;0;
15.0446;15.0435;-0.188445;1.50446;1.50446;1.50435;-0.0188445;1.50435;-0.0188445;0.438737;-0.000306613;0;0.1;22.6341;0;
14.5613;14.5583;-0.294024;1.45613;1.45613;1.45583;-0.0294024;1.45583;-0.0294024;0.438678;-0.000302605;0;0.1;21.203;0;
14.0788;14.0731;-0.399603;1.40788;1.40788;1.40731;-0.0399603;1.40731;-0.0399603;0.43862;-0.000298597;0;0.1;19.8212;0;
13.5973;13.5879;-0.505182;1.35973;1.35973;1.35879;-0.0505182;1.35879;-0.0505182;0.438565;-0.000294589;0;0.1;18.4887;0;
13.0142;13.0035;-0.527779;1.30142;1.30142;1.30035;-0.0527779;1.30035;-0.0527779;0.438511;-0.000290581;0;0.1;16.9368;0;
12.4802;12.4732;-0.420078;1.24802;1.24802;1.24732;-0.0420078;1.24732;-0.0420078;0.43846;-0.000286573;0;0.1;15.5756;0;
11.9469;11.9428;-0.312378;1.19469;1.19469;1.19428;-0.0312378;1.19428;-0.0312378;0.438411;-0.000282565;0;0.1;14.2729;0;
11.4144;11.4125;-0.204677;1.14144;1.14144;1.14125;-0.0204677;1.14125;-0.0204677;0.438365;-0.000278557;0;0.1;13.0288;0;
10.8827;10.8822;-0.0969769;1.08827;1.08827;1.08822;-0.00969769;1.08822;-0.00969769;0.43832;-0.000274549;0;0.1;11.8433;0;
10.3519;10.3519;0.0107236;1.03519;1.03519;1.03519;0.00107236;1.03519;0.00107236;0.438277;-0.000270541;0;0.1;10.7163;0;
9.82235;9.82163;0.118424;0.982235;0.982235;0.982163;0.0118424;0.982163;0.0118424;0.438237;-0.000266533;0;0.1;9.64785;0;
9.29408;9.29133;0.226125;0.929408;0.929408;0.929133;0.0226125;0.929133;0.0226125;0.438199;-0.000262525;0;0.1;8.638;0;
8.04291;8.04288;-0.0231898;0.804291;0.804291;0.804288;-0.00231898;0.804288;-0.00231898;0.438165;-0.000258517;0;0.1;6.46884;0;
7.77989;7.77989;0.00508449;0.777989;0.777989;0.777989;0.000508449;0.777989;0.000508449;0.438133;-0.000254509;0;0.1;6.05268;0;
7.51698;7.51691;0.0333588;0.751698;0.751698;0.751691;0.00333588;0.751691;0.00333588;0.438102;-0.000250501;0;0.1;5.6505;0;
